Gene ID	Symbol	Description	Proteins	Protein Num	Peptide Num	Unique Peptide Num	Unique Strict Peptide Num	Strict Peptide Num	Area	FoT(1e-6)	iBAQ	PSMs
1280	COL2A1	collagen type II alpha 1 chain	P02458	1	2	2	2	2	4463840.0	0.0537608388276	50155.505618	2
1281	COL3A1	collagen type III alpha 1 chain	P02461	1	2	2	2	2	3605658.75	0.0460100556824	42924.5089286	2
1284	COL4A2	collagen type IV alpha 2 chain	P08572	1	1	1	1	1	1077484.38333	0.01166603334	10883.6806397	1
1290	COL5A2	collagen type V alpha 2 chain	P05997	1	1	1	1	1	36224900.0	0.426690748323	398075.824176	1
1291	COL6A1	collagen type VI alpha 1 chain	P12109	1	5	5	5	5	642873942.401	11.2964871161	10538917.0885	6
1292	COL6A2	collagen type VI alpha 2 chain	P12110	1	4	4	4	4	11939680.625	0.199967841835	186557.509766	4
1293	COL6A3	collagen type VI alpha 3 chain	P12111	1	21	21	21	21	411634090.426	2.26268525527	2110944.05347	23
131873	COL6A6	collagen type VI alpha 6 chain	A6NMZ7	1	1	1	1	1	167082333.333	1.35676310117	1265775.25253	1
10584	COLEC10	collectin subfamily member 10	Q9Y6Z7	1	1	1	1	1	2494995.0	0.157314292604	146764.411765	1
78989	COLEC11	collectin subfamily member 11	Q9BWP8	1	3	3	3	3	27032622.2179	1.81098818095	1689538.88862	4
1311	COMP	cartilage oligomeric matrix protein	P49747	1	4	4	4	4	6515282.66538	0.183779509964	171454.806984	4
1314	COPA	COPI coat complex subunit alpha	P53621	1	2	2	2	2	2638924.95833	0.0358053046095	33404.1133966	2
9276	COPB2	COPI coat complex subunit beta 2	P35606	1	1	1	1	1	997975.8	0.0191020248912	17820.9964286	1
22820	COPG1	COPI coat complex subunit gamma 1	Q9Y678	1	2	2	2	2	4772135.0	0.0965126576579	90040.2830189	2
9318	COPS2	COP9 signalosome subunit 2	P61201	1	1	1	1	1	16413850.0	0.651619570948	607920.37037	1
50813	COPS7A	COP9 signalosome subunit 7A	Q9UBW8	1	1	1	1	1	659944000.0	41.6107541372	38820235.2941	1
10920	COPS8	COP9 signalosome subunit 8	Q99627	1	1	1	1	1	3418993.33333	0.36647611719	341899.333333	1
57017	COQ9	coenzyme Q9	O75208	1	1	1	1	1	1466330.0	0.082722860292	77175.2631579	1
11151	CORO1A	coronin 1A	P31146	1	5	5	5	5	15811891.6945	0.627722203007	585625.618313	5
7464	CORO2A	coronin 2A	Q92828	1	1	1	1	1	635032.666667	0.0194480223755	18143.7904762	1
23406	COTL1	coactosin like F-actin binding protein 1	Q14019	1	2	2	2	2	524791.7	0.056251535408	52479.17	2
4513	COX2	cytochrome c oxidase subunit II	P00403	1	1	1	1	1	1262962.38462	0.13537480356	126296.238462	1
1327	COX4I1	cytochrome c oxidase subunit 4I1	P13073	1	2	2	2	2	4813735.0	0.429980099401	401144.583333	2
1329	COX5B	cytochrome c oxidase subunit 5B	P10606	1	1	1	1	1	3498090.0	0.374954355214	349809.0	1
1340	COX6B1	cytochrome c oxidase subunit 6B1	P14854	1	1	1	1	1	168525.192	0.0258056150249	24075.0274286	1
1356	CP	ceruloplasmin	P00450	1	102	102	102	102	29167614165.5	568.441321489	530320257.555	175
1357	CPA1	carboxypeptidase A1	P15085	1	2	2	2	2	35203240.0	1.45129838499	1353970.76923	2
1359	CPA3	carboxypeptidase A3	P15088	1	1	1	1	1	431691857.143	17.1378965163	15988587.3016	1
51200	CPA4	carboxypeptidase A4	Q9UI42	1	1	1	1	1	1000306.0	0.046617873735	43491.5652174	1
1360	CPB1	carboxypeptidase B1	P15086	1	1	1	1	1	320478495.0	12.2684100929	11445660.5357	1
1361	CPB2	carboxypeptidase B2	Q96IY4	1	9	9	9	9	585402160.763	27.2818557667	25452267.8592	12
1368	CPM	carboxypeptidase M	P14384	1	1	1	1	1	10587378.75	0.436478167384	407206.875	1
1369	CPN1	carboxypeptidase N subunit 1	P15169	1	9	9	9	9	653891501.943	28.0358099982	26155660.0777	15
1370	CPN2	carboxypeptidase N subunit 2	P22792	1	10	10	10	10	1705959810.31	70.3303649766	65613838.8579	12
8904	CPNE1	copine 1	Q99829	1	3	3	3	3	11289366.2612	0.465418496208	434206.394661	3
8895	CPNE3	copine 3	O75131	1	1	1	1	1	43718750.0	1.5620463088	1457291.66667	1
10404	CPQ	carboxypeptidase Q	Q9Y646	1	2	2	2	2	30331515.0	1.30047353264	1213260.6	2
1373	CPS1	carbamoyl-phosphate synthase 1	P31327	1	1	1	1	1	5894810.0	0.0672185873915	62710.7446809	1
29894	CPSF1	cleavage and polyadenylation specific factor 1	Q10570	1	1	1	1	1	603578.0	0.00735187565382	6858.84090909	1
1374	CPT1A	carnitine palmitoyltransferase 1A	P50416	1	1	1	1	1	1503956.0	0.0342992557246	31999.0638298	1
1376	CPT2	carnitine palmitoyltransferase 2	P23786	1	2	2	2	2	5383597.5	0.131149708539	122354.488636	2
7180	CRISP2	cysteine rich secretory protein 2	P16562	1	1	1	1	1	481733.166667	0.0430301366586	40144.4305556	1
10321	CRISP3	cysteine rich secretory protein 3	P54108	1	1	1	1	1	481733.166667	0.0430301366586	40144.4305556	1
1398	CRK	CRK proto-oncogene, adaptor protein	P46108	1	1	1	1	1	7067550.0	0.398715126374	371976.315789	1
1399	CRKL	CRK like proto-oncogene, adaptor protein	P46109	1	1	1	1	1	8957886.66667	0.505358280358	471467.719298	1
49860	CRNN	cornulin	Q9UBG3	1	1	1	1	1	2745422.5	0.101474895835	94669.7413793	1
54677	CROT	carnitine O-octanoyltransferase	Q9UKG9	1	1	1	1	1	23462940.0	0.644859714223	601613.846154	1
1401	CRP	C-reactive protein	P02741	1	2	2	2	2	22497127.5	2.41142907585	2249712.75	2
55118	CRTAC1	cartilage acidic protein 1	Q9NQ79	1	9	9	9	9	771607930.242	23.6306714286	22045940.8641	10
1410	CRYAB	crystallin alpha B	P02511	1	1	1	1	1	1303125.66667	0.116399864904	108593.805556	1
51084	CRYL1	crystallin lambda 1	Q9Y2S2	1	1	1	1	1	39233000.0	1.91150862043	1783318.18182	1
1429	CRYZ	crystallin zeta	Q08257	1	2	2	2	2	1308926.16667	0.0668102779416	62329.8174603	2
1431	CS	citrate synthase	O75390	1	2	2	2	2	50595967.3333	2.25970676235	2108165.30556	2
1434	CSE1L	chromosome segregation 1 like	P55060	1	1	1	1	1	238098.181818	0.00425355695257	3968.3030303	1
1436	CSF1R	colony stimulating factor 1 receptor	P07333	1	5	5	5	5	68131383.7591	1.5538059321	1449603.90977	8
1445	CSK	C-terminal Src kinase	P41240	1	1	1	1	1	128784500.0	4.60139763501	4292816.66667	1
1446	CSN1S1	casein alpha s1	P02662	1	4	4	4	4	64315824.3674	5.30300347547	4947371.10519	4
1448	CSN3	casein kappa	P02668	1	1	1	1	1	2024580.0	0.310016155134	289225.714286	1
1460	CSNK2B	casein kinase 2 beta	P67870	1	1	1	1	1	11731950.0	1.04793991094	977662.5	1
1464	CSPG4	chondroitin sulfate proteoglycan 4	Q6UVK1	1	2	2	2	2	1377614266.67	13.4240131847	12523766.0606	2
1465	CSRP1	cysteine and glycine rich protein 1	P21291	1	2	2	2	2	7074020.0	0.541608748912	505287.142857	2
1469	CST1	cystatin SN	P01037	1	1	1	1	1	9190650.0	1.64188373501	1531775.0	1
1471	CST3	cystatin C	P01034	1	3	3	3	3	283294218.534	30.3658285083	28329421.8534	5
1472	CST4	cystatin S	P01036	1	1	1	1	1	9190650.0	1.09458915667	1021183.33333	1
1475	CSTA	cystatin A	P01040	1	3	3	3	3	11069334.9944	1.6950047293	1581333.57063	3
1477	CSTF1	cleavage stimulation factor subunit 1	Q05048	1	1	1	1	1	36447950.0	1.77581552831	1656725.0	1
1487	CTBP1	C-terminal binding protein 1	Q13363	1	2	2	2	2	28879608.0	1.28981515585	1203317.0	2
1488	CTBP2	C-terminal binding protein 2	P56545	1	1	1	1	1	27887600.0	1.19568988522	1115504.0	1
1486	CTBS	chitobiase	Q01459	1	4	4	4	4	16069713.5066	0.782947923836	730441.523029	4
1495	CTNNA1	catenin alpha 1	P35221	1	2	2	2	2	39291497.0833	0.738875292712	689324.510234	2
1496	CTNNA2	catenin alpha 2	P26232	1	1	1	1	1	16540960.0	0.300508058922	280355.254237	1
1499	CTNNB1	catenin beta 1	P35222	1	1	1	1	1	33500660.0	0.780625897434	728275.217391	1
56998	CTNNBIP1	catenin beta interacting protein 1	Q9NSA3	1	1	1	1	1	1237675.55556	0.221107251814	206279.259259	1
1500	CTNND1	catenin delta 1	O60716	1	1	1	1	1	1168865.0	0.0219804673562	20506.4035088	1
9646	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component	Q6PD62	1	1	1	1	1	2255190.0	0.0350333340226	32683.9130435	1
5476	CTSA	cathepsin A	P10619	1	1	1	1	1	4783648.66667	0.213646340024	199318.694444	1
1508	CTSB	cathepsin B	P07858	1	2	2	2	2	128095730.0	7.62798045153	7116429.44444	4
1075	CTSC	cathepsin C	P53634	1	1	1	1	1	679988.0	0.0291547058073	27199.52	1
1509	CTSD	cathepsin D	P07339	1	3	3	3	3	23338832.9414	1.08767393896	1014731.86702	3
1514	CTSL	cathepsin L	P07711	1	1	1	1	1	128041800.0	9.80327439086	9145842.85714	1
2017	CTTN	cortactin	Q14247	1	3	3	3	3	13036052.3409	0.43666013096	407376.635653	3
8451	CUL4A	cullin 4A	Q13619	1	2	2	2	2	65651096.6667	1.23456668407	1151773.62573	2
1523	CUX1	cut like homeobox 1	Q13948	1	1	1	1	1	720057.5	0.014033044819	13091.9545455	1
50624	CUZD1	CUB and zona pellucida like domains 1	Q86UP6	1	1	1	1	1	143619500.0	5.49797552978	5129267.85714	1
1525	CXADR	CXADR Ig-like cell adhesion molecule	P78310	1	1	1	1	1	15619050.0	0.669671829119	624762.0	1
30827	CXXC1	CXXC finger protein 1	Q9P0U4	1	1	1	1	1	507383.0	0.0155387217932	14496.6571429	1
1528	CYB5A	cytochrome b5 type A	P00167	1	4	4	4	4	28400325.1853	3.38242539904	3155591.68725	8
80777	CYB5B	cytochrome b5 type B	O43169	1	1	1	1	1	1649100.0	0.196404713297	183233.333333	1
51706	CYB5R1	cytochrome b5 reductase 1	Q9UHQ9	1	2	2	2	2	44610630.5581	2.39086904806	2230531.52791	2
1727	CYB5R3	cytochrome b5 reductase 3	P00387	1	2	2	2	2	3936263.9	0.248189102957	231544.935294	2
1536	CYBB	cytochrome b-245 beta chain	P04839	1	1	1	1	1	6999253333.33	227.344889647	212098585.859	1
54205	CYCS	cytochrome c, somatic	P99999	1	3	3	3	3	22103747.3333	2.96157915076	2762968.41667	3
23191	CYFIP1	cytoplasmic FMR1 interacting protein 1	Q7L576	1	1	1	1	1	515291873.333	7.17315130424	6692102.25108	1
26999	CYFIP2	cytoplasmic FMR1 interacting protein 2	Q96F07	1	1	1	1	1	3824543.375	0.0506106593536	47216.5848765	1
29785	CYP2S1	cytochrome P450 family 2 subfamily S member 1	Q96SQ9	1	1	1	1	1	1186997.5	0.0471230577632	43962.8703704	1
1595	CYP51A1	cytochrome P450 family 51 subfamily A member 1	Q16850	1	2	2	2	2	2321813.0	0.0829570705102	77393.7666667	2
9420	CYP7B1	cytochrome P450 family 7 subfamily B member 1	O75881	1	1	1	1	1	2157710.0	0.0770937627667	71923.6666667	1
51571	CYRIB	CYFIP related Rac1 interactor B	Q9NUQ9	1	1	1	1	1	5015900.0	0.233759062594	218082.608696	1
84418	CYSTM1	cysteine rich transmembrane module containing 1	Q9H1C7	1	1	1	1	1	14496341.0	5.17946097501	4832113.66667	1
221955	DAGLB	diacylglycerol lipase beta	Q8NCG7	1	1	1	1	1	65243350.0	1.89008768192	1763333.78378	1
55157	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	Q6PI48	1	1	1	1	1	56373350.0	1.4052474683	1311008.13953	1
1621	DBH	dopamine beta-hydroxylase	P09172	1	3	3	3	3	90478116.6667	2.93884739835	2741761.11111	3
28988	DBNL	drebrin like	Q9UJU6	1	2	2	2	2	2729133.05	0.112511984348	104966.655769	2
10238	DCAF7	DDB1 and CUL4 associated factor 7	P61962	1	1	1	1	1	1466578.0	0.0827368511872	77188.3157895	1
79877	DCAKD	dephospho-CoA kinase domain containing	Q8WVC6	1	1	1	1	1	193967000.0	14.8507106568	13854785.7143	1
117159	DCD	dermcidin	P81605	1	4	4	4	4	53186456.6879	6.33440711727	5909606.29866	5
28960	DCPS	decapping enzyme, scavenger	Q96C86	1	1	1	1	1	7606070.5	0.407640921195	380303.525	1
10540	DCTN2	dynactin subunit 2	Q13561	1	2	2	2	2	30861332.25	1.22517557305	1143012.30556	2
23576	DDAH1	dimethylarginine dimethylaminohydrolase 1	O94760	1	1	1	1	1	1548983.33333	0.0873857398252	81525.4385965	1
1644	DDC	dopa decarboxylase	P20711	1	1	1	1	1	36539266.6667	1.30552741382	1217975.55556	1
84301	DDI2	DNA damage inducible 1 homolog 2	Q5TDH0	1	3	3	3	3	45006453.7931	2.01006904988	1875268.90804	3
1650	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	P39656	1	1	1	1	1	850966.666667	0.0350821841687	32729.4871795	1
65992	DDRGK1	DDRGK domain containing 1	Q96HY6	1	2	2	2	2	6127989.87013	0.410530548548	382999.366883	2
1652	DDT	D-dopachrome tautomerase	P30046	1	3	3	3	3	148308451.684	19.8711653624	18538556.4605	4
100037417	DDTL	D-dopachrome tautomerase like	A6NHG4	1	2	2	2	2	54494128.4699	6.49014837094	6054903.16332	3
55308	DDX19A	DEAD-box helicase 19A	Q9NUU7	1	1	1	1	1	1176347.5	0.0370855001352	34598.4558824	1
11269	DDX19B	DEAD-box helicase 19B	Q9UMR2	1	1	1	1	1	1176347.5	0.0394033438936	36760.859375	1
9188	DDX21	DExD-box helicase 21	Q9NR30	1	1	1	1	1	29681625.0	0.723073459282	674582.386364	1
9416	DDX23	DEAD-box helicase 23	Q9BUQ8	1	2	2	2	2	2346922.9375	0.047464660999	44281.5648585	2
10212	DDX39A	DExD-box helicase 39A	O00148	1	1	1	1	1	482610.333333	0.0184750664296	17236.0833333	1
7919	DDX39B	DExD-box helicase 39B	Q13838	1	1	1	1	1	482610.333333	0.0184750664296	17236.0833333	1
1654	DDX3X	DEAD-box helicase 3 X-linked	O00571	1	3	3	3	3	123171325.0	3.14345861029	2932650.59524	3
8653	DDX3Y	DEAD-box helicase 3 Y-linked	O15523	1	2	2	2	2	31973645.0	0.778909311603	726673.75	2
51428	DDX41	DEAD-box helicase 41	Q9UJV9	1	1	1	1	1	35513053.3333	0.809911525231	755596.879433	1
1655	DDX5	DEAD-box helicase 5	P17844	1	1	1	1	1	71249.5	0.00206408472731	1925.66216216	1
1656	DDX6	DEAD-box helicase 6	P26196	1	1	1	1	1	509289.0	0.0188240783431	17561.6896552	1
1666	DECR1	2,4-dienoyl-CoA reductase 1	Q16698	1	3	3	3	3	381267078.818	18.5760790113	17330321.7645	3
26063	DECR2	2,4-dienoyl-CoA reductase 2	Q9NUI1	1	1	1	1	1	498412.5	0.0267119967709	24920.625	1
9909	DENND4B	DENN domain containing 4B	O75064	1	1	1	1	1	1787665.0	0.0266134430747	24828.6805556	1
51071	DERA	deoxyribose-phosphate aldolase	Q9Y315	1	1	1	1	1	4681520.0	0.228092825854	212796.363636	1
1606	DGKA	diacylglycerol kinase alpha	P23743	1	1	1	1	1	869836.0	0.0198375001679	18507.1489362	1
51635	DHRS7	dehydrogenase/reductase 7	Q9Y394	1	1	1	1	1	36470271.4286	2.05746671499	1919487.96992	1
55526	DHTKD1	dehydrogenase E1 and transketolase domain containing 1	Q96HY7	1	2	2	2	2	2122659.5	0.0484094222216	45162.9680851	2
8449	DHX16	DEAH-box helicase 16	O60231	1	1	1	1	1	18251502.5	0.331584357177	309347.5	1
54505	DHX29	DExH-box helicase 29	Q7Z478	1	1	1	1	1	7812055000.0	97.3675549795	90837848.8372	1
1659	DHX8	DEAH-box helicase 8	Q14562	1	1	1	1	1	5829239.66667	0.0867814372591	80961.662037	1
1660	DHX9	DExH-box helicase 9	Q08211	1	2	2	2	2	863176613.333	11.7117015679	10926286.2447	3
56616	DIABLO	diablo IAP-binding mitochondrial protein	Q9NR28	1	1	1	1	1	9048555.0	0.570529010646	532267.941176	1
11083	DIDO1	death inducer-obliterator 1	Q9BTC0	1	1	1	1	1	18463381.9643	0.14659694141	136765.792328	1
54769	DIRAS2	DIRAS family GTPase 2	Q96HU8	1	1	1	1	1	41231700.0	2.94637082673	2748780.0	1
1737	DLAT	dihydrolipoamide S-acetyltransferase	P10515	1	2	2	2	2	141177150.0	4.32358288987	4033632.85714	2
1738	DLD	dihydrolipoamide dehydrogenase	P09622	1	1	1	1	1	1595235428.57	56.9968631963	53174514.2857	1
1742	DLG4	discs large MAGUK scaffold protein 4	P78352	1	1	1	1	1	543574.0	0.0145661946006	13589.35	1
29958	DMGDH	dimethylglycine dehydrogenase	Q9UI17	1	1	1	1	1	1446790.0	0.0304076421525	28368.4313725	1
2039	DMTN	dematin actin binding protein	Q08495	1	3	3	3	3	3074131.925	0.137296252358	128088.830208	3
9093	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	Q96EY1	1	2	2	2	2	49446995.8333	2.03851535244	1901807.53205	2
54431	DNAJC10	DnaJ heat shock protein family (Hsp40) member C10	Q8IXB1	1	1	1	1	1	22667250.0	0.607416054778	566681.25	1
55735	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	Q9NVH1	1	1	1	1	1	14106290.0	0.48775141452	455041.612903	1
23317	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	O75165	1	1	1	1	1	61131450.0	0.492674948223	459634.962406	1
7266	DNAJC7	DnaJ heat shock protein family (Hsp40) member C7	Q99615	1	1	1	1	1	789691.577273	0.0228772177199	21343.015602	1
23234	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9	Q8WXX5	1	1	1	1	1	4034257.14286	0.240236225065	224125.396825	1
1759	DNM1	dynamin 1	Q05193	1	1	1	1	1	6459452.18	0.119375476291	111369.865172	1
10059	DNM1L	dynamin 1 like	O00429	1	1	1	1	1	250125.0	0.00515586077512	4810.09615385	1
1785	DNM2	dynamin 2	P50570	1	1	1	1	1	35120700.0	0.649056634117	605529.310345	1
26052	DNM3	dynamin 3	Q9UQ16	1	1	1	1	1	6459452.18	0.117352163134	109482.240339	1
23268	DNMBP	dynamin binding protein	Q6XZF7	1	1	1	1	1	1027046.0	0.0115881394736	10811.0105263	1
10591	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	O43598	1	1	1	1	1	5598015.0	0.500034805853	466501.25	1
116092	DNTTIP1	deoxynucleotidyltransferase terminal interacting protein 1	Q9H147	1	1	1	1	1	2672346.66667	0.106090489943	98975.8024691	1
9732	DOCK4	dedicator of cytokinesis 4	Q8N1I0	1	1	1	1	1	2739863.33333	0.023876530101	22275.3116531	1
57572	DOCK6	dedicator of cytokinesis 6	Q96HP0	1	1	1	1	1	34170992.5	0.307792515629	287151.197479	1
85440	DOCK7	dedicator of cytokinesis 7	Q96N67	1	1	1	1	1	174573290.0	1.47340282839	1374592.83465	1
81704	DOCK8	dedicator of cytokinesis 8	Q8NF50	1	1	1	1	1	41667533.3333	0.354466069724	330694.708995	1
83475	DOHH	deoxyhypusine hydroxylase	Q9BU89	1	1	1	1	1	1614790.0	0.0961592283625	89710.5555556	1
10072	DPP3	dipeptidyl peptidase 3	Q9NY33	1	3	3	3	3	39893853.8959	0.909820165361	848805.402041	4
1803	DPP4	dipeptidyl peptidase 4	P27487	1	6	6	6	6	350314510.76	7.98928092883	7453500.22894	6
147991	DPY19L3	dpy-19 like C-mannosyltransferase 3	Q6ZPD9	1	1	1	1	1	43215566.6667	1.36241281038	1271046.07843	1
84661	DPY30	dpy-30 histone methyltransferase complex regulatory subunit	Q9C005	1	1	1	1	1	5235493.33333	0.935306137077	872582.222222	1
1806	DPYD	dihydropyrimidine dehydrogenase	Q12882	1	1	1	1	1	671837.8125	0.0109110848021	10179.3607955	1
1808	DPYSL2	dihydropyrimidinase like 2	Q16555	1	4	4	4	4	107530385.833	3.39000009636	3162658.40686	5
4733	DRG1	developmentally regulated GTP binding protein 1	Q9Y295	1	1	1	1	1	20777650.0	0.856585072537	799140.384615	1
1819	DRG2	developmentally regulated GTP binding protein 2	P55039	1	1	1	1	1	4340861.66667	0.186115850341	173634.466667	1
1823	DSC1	desmocollin 1	Q08554	1	2	2	2	2	3919310.33333	0.0823733825232	76849.2222222	2
1824	DSC2	desmocollin 2	Q02487	1	1	1	1	1	1363240.0	0.029224678336	27264.8	1
1828	DSG1	desmoglein 1	Q02413	1	2	2	2	2	20404536.4	0.455651619247	425094.508333	2
1829	DSG2	desmoglein 2	Q14126	1	2	2	2	2	195080909.317	3.54413440281	3306456.09011	2
1832	DSP	desmoplakin	P15924	1	13	13	13	13	395560529.526	2.04828331642	1910920.43249	13
667	DST	dystonin	Q03001	1	1	1	1	1	25546250.0	0.0556556781201	51923.2723577	1
1837	DTNA	dystrobrevin alpha	Q9Y4J8	1	1	1	1	1	3367656.72727	0.0752027985723	70159.5151515	1
1838	DTNB	dystrobrevin beta	O60941	1	1	1	1	1	3367656.72727	0.094993008723	88622.5454545	1
151636	DTX3L	deltex E3 ubiquitin ligase 3L	Q8TDB6	1	1	1	1	1	299544211.429	6.55257913951	6113147.17201	1
53905	DUOX1	dual oxidase 1	Q9NRD9	1	1	1	1	1	27988700.0	0.300006145119	279887.0	1
1778	DYNC1H1	dynein cytoplasmic 1 heavy chain 1	Q14204	1	11	11	11	11	99656594.6218	0.369620136839	344832.507342	11
1781	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	Q13409	1	2	2	2	2	147543560.0	5.64819458678	5269412.85714	2
51143	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1	Q9Y6G9	1	1	1	1	1	12886700.0	0.431657373143	402709.375	1
1783	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2	O43237	1	1	1	1	1	8967405.0	0.331448616119	309220.862069	1
8655	DYNLL1	dynein light chain LC8-type 1	P63167	1	1	1	1	1	279698090.0	59.9607311365	55939618.0	1
8291	DYSF	dysferlin	O75923	1	2	2	2	2	279763200.0	2.47829294208	2312092.56198	2
1889	ECE1	endothelin converting enzyme 1	P42892	1	1	1	1	1	1867685.06667	0.0435204360538	40601.8492754	1
9718	ECE2	endothelin converting enzyme 2	P0DPD6	1	1	1	1	1	1867685.06667	0.0435204360538	40601.8492754	1
55268	ECHDC2	enoyl-CoA hydratase domain containing 2	Q86YB7	1	1	1	1	1	2508080.0	0.179224570976	167205.333333	1
1892	ECHS1	enoyl-CoA hydratase, short chain 1	P30084	1	1	1	1	1	4605932.0	0.246851033453	230296.6	1
1632	ECI1	enoyl-CoA delta isomerase 1	P42126	1	1	1	1	1	5618888.0	0.401519405745	374592.533333	1
1893	ECM1	extracellular matrix protein 1	Q16610	1	10	10	10	10	831517550.316	26.2144002726	24456398.5387	11
51295	ECSIT	ECSIT signaling integrator	Q9BQ95	1	1	1	1	1	318153.0	0.0121793865647	11362.6071429	1
23644	EDC4	enhancer of mRNA decapping 4	Q6P2E9	1	1	1	1	1	446005.0	0.00682950316958	6371.5	1
8726	EED	embryonic ectoderm development	O75530	1	1	1	1	1	86728400.0	3.09875687406	2890946.66667	1
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	P68104	1	2	2	2	2	2664808.88889	0.114254544475	106592.355556	2
158078	EEF1A1P5	eukaryotic translation elongation factor 1 alpha 1 pseudogene 5	Q5VTE0	1	2	2	2	2	2664808.88889	0.114254544475	106592.355556	2
1917	EEF1A2	eukaryotic translation elongation factor 1 alpha 2	Q05639	1	2	2	2	2	2664808.88889	0.114254544475	106592.355556	2
110599583	EEF1AKMT4-ECE2	EEF1AKMT4-ECE2 readthrough	P0DPD8	1	1	1	1	1	1867685.06667	0.0400388011695	37353.7013333	1
51603	EEF1AKNMT	eEF1A lysine and N-terminal methyltransferase	Q8N6R0	1	1	1	1	1	58297900.0	1.42019394901	1324952.27273	1
1933	EEF1B2	eukaryotic translation elongation factor 1 beta 2	P24534	1	1	1	1	1	1082646.0	0.0773646633554	72176.4	1
1937	EEF1G	eukaryotic translation elongation factor 1 gamma	P26641	1	1	1	1	1	2928012.0	0.112088806373	104571.857143	1
1938	EEF2	eukaryotic translation elongation factor 2	P13639	1	5	5	5	5	74781993.0128	1.48439915686	1384851.72246	5
60678	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific	P57772	1	1	1	1	1	11203825.0	0.343119733406	320109.285714	1
2202	EFEMP1	EGF containing fibulin extracellular matrix protein 1	Q12805	1	6	6	6	6	33332966.9334	1.27603728278	1190463.10476	8
79631	EFL1	elongation factor like GTPase 1	Q7Z2Z2	1	2	2	2	2	10869430.2299	0.190996042074	178187.380818	2
80864	EGFL8	EGF like domain multiple 8	Q99944	1	1	1	1	1	3732882.0	0.285800937777	266634.428571	1
10938	EHD1	EH domain containing 1	Q9H4M9	1	2	2	2	2	8897057.0	0.272474429576	254201.628571	2
30845	EHD3	EH domain containing 3	Q9NZN3	1	1	1	1	1	8147400.0	0.272908136447	254606.25	1
1962	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	Q08426	1	2	2	2	2	8911449.0	0.203234714398	189605.297872	2
5610	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	P19525	1	1	1	1	1	68602020.0	2.72345725339	2540815.55556	1
9451	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	Q9NZJ5	1	1	1	1	1	57550290.0	0.9071644593	846327.794118	1
1967	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	Q14232	1	3	3	3	3	40458080.0	2.40924067763	2247671.11111	3
8892	EIF2B2	eukaryotic translation initiation factor 2B subunit beta	P49770	1	1	1	1	1	697811.2	0.0356177158116	33229.1047619	1
1965	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	P05198	1	2	2	2	2	121581854.5	5.92370613935	5526447.93182	2
8661	EIF3A	eukaryotic translation initiation factor 3 subunit A	Q14152	1	3	3	3	3	31371241.4286	0.382117085263	356491.37987	3
3646	EIF3E	eukaryotic translation initiation factor 3 subunit E	P60228	1	1	1	1	1	364948678.75	12.2244475313	11404646.2109	1
8666	EIF3G	eukaryotic translation initiation factor 3 subunit G	O75821	1	1	1	1	1	27120940.0	1.45352386167	1356047.0	1
8667	EIF3H	eukaryotic translation initiation factor 3 subunit H	O15372	1	1	1	1	1	228472800.0	10.204005544	9519700.0	1
8669	EIF3J	eukaryotic translation initiation factor 3 subunit J	O75822	1	1	1	1	1	43858143.4667	2.93817517282	2741133.96667	1
51386	EIF3L	eukaryotic translation initiation factor 3 subunit L	Q9Y262	1	1	1	1	1	16282300.0	0.513315358643	478891.176471	1
1973	EIF4A1	eukaryotic translation initiation factor 4A1	P60842	1	3	3	3	3	20375766.1347	0.910018306779	848990.255611	3
1974	EIF4A2	eukaryotic translation initiation factor 4A2	Q14240	1	3	3	3	3	20778958.3862	0.928025596795	865789.93276	3
9775	EIF4A3	eukaryotic translation initiation factor 4A3	P38919	1	3	3	3	3	176106715.0	7.55063246191	7044268.6	3
1975	EIF4B	eukaryotic translation initiation factor 4B	P23588	1	1	1	1	1	1625345.0	0.0497765667612	46438.4285714	1
1981	EIF4G1	eukaryotic translation initiation factor 4 gamma 1	Q04637	1	2	2	2	2	9552629.25	0.126411133957	117933.694444	2
1982	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	P78344	1	1	1	1	1	19792198.0	0.36577452658	341244.793103	1
8672	EIF4G3	eukaryotic translation initiation factor 4 gamma 3	O43432	1	1	1	1	1	4736670.0	0.0483538716356	45111.1428571	1
